class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
e,2.49,f,y,n,f,a,d,p,5.32,3.45,,i,n,,,f,f,,l,u
e,2.07,f,y,n,f,d,d,p,5.63,2.98,,i,n,,,f,f,,l,u
p,9.59,x,h,r,f,,c,w,11.17,16.27,,,w,u,w,t,g,,d,a
p,2.88,x,y,n,f,a,,w,5.46,3.15,,y,y,,,t,r,,h,a
p,3.15,f,y,e,f,e,c,w,3.63,3.25,,k,w,,,t,e,,d,u
p,9.8,f,h,r,f,,c,w,11.69,17.3,,,w,u,w,t,g,,d,a
e,5.35,f,,n,t,,,w,10.88,16.05,b,,w,u,w,t,g,,d,u
p,7.54,f,h,r,f,,c,w,10.52,14.1,,,w,u,w,t,p,,d,a
p,8.52,f,h,r,f,,c,w,11.51,17.08,,,w,u,w,t,p,,d,a
e,11.89,f,,l,f,s,c,u,7.06,19.62,,,u,,,f,f,,d,a
p,12.95,x,h,o,f,e,,w,16.36,16.47,s,y,w,u,w,t,p,,d,u
e,2.05,f,y,n,f,a,d,p,6.23,3.47,,i,n,,,f,f,,l,u
e,2.64,s,y,n,f,a,d,p,7.7,4.32,,i,n,,,f,f,,l,a
e,5.0,x,,y,f,e,,w,5.63,11.89,b,,y,u,w,t,g,,d,u
p,8.39,p,g,n,f,e,,w,7.68,13.72,,y,w,u,w,t,p,,d,u
e,2.17,f,y,n,f,d,d,p,5.83,3.32,,i,n,,,f,f,,l,u
e,2.1,x,,u,f,,d,w,6.0,3.95,,,w,,,f,f,,d,u
e,10.37,f,,n,t,,,w,11.4,19.71,b,,w,u,w,t,g,,d,a
p,4.07,x,y,y,f,a,,w,6.51,3.8,,y,n,,,t,r,,d,u
p,4.1,f,y,e,f,e,c,w,5.47,3.94,,k,w,,,t,e,,m,u
p,10.76,x,h,r,f,,c,w,11.01,17.11,,,w,u,w,t,g,,d,u
e,5.77,x,,w,f,e,,w,5.54,12.0,b,,y,u,w,t,g,,d,u
p,7.39,b,t,w,f,e,c,w,12.03,12.18,,y,w,u,w,t,l,,d,u
p,3.31,x,y,n,f,a,,w,5.38,3.36,,y,y,,,t,r,,d,u
e,6.79,x,,w,f,e,,w,5.75,11.08,b,,y,u,w,t,g,,d,a
e,6.86,x,,w,f,e,,w,5.91,12.7,b,,w,u,y,t,g,,d,a
p,8.98,p,g,n,f,e,,w,10.01,19.97,,y,w,u,w,t,p,,d,a
e,2.88,s,y,n,f,d,d,p,6.97,3.79,,i,n,,,f,f,,l,a
p,13.35,x,,g,f,e,,w,10.91,16.78,,,w,u,w,t,g,,d,a
p,3.39,x,y,y,f,a,,w,5.45,3.42,,y,y,,,t,r,,g,u
e,6.3,x,t,n,f,e,,w,12.92,12.68,,s,n,u,w,f,f,,d,a
p,7.88,x,h,r,f,,c,w,10.8,16.27,,,w,u,w,t,g,,d,u
p,6.41,x,g,n,f,e,,w,6.87,13.0,,y,w,u,w,t,p,,d,a
p,7.96,x,g,n,f,e,,w,8.84,16.16,,y,w,u,w,t,p,,d,u
e,5.21,x,,y,f,e,,w,5.6,11.89,b,,w,u,w,t,g,,d,a
e,6.18,x,h,n,f,e,,w,13.61,13.45,,s,n,u,w,f,f,,d,u
e,5.8,c,h,n,f,e,,w,12.39,11.87,,s,w,u,w,f,f,,d,u
p,4.45,f,y,n,f,e,c,n,4.49,3.65,,k,w,,,t,e,,d,a
e,15.52,x,y,n,t,e,,w,11.7,19.25,,,w,,,t,,,g,u
e,6.5,c,t,n,f,e,,w,12.55,13.18,,s,n,u,w,f,f,,d,u
e,2.24,x,,u,f,,d,w,5.73,4.36,,,w,,,f,f,,d,u
p,10.17,x,h,r,f,,c,w,11.01,15.14,,,w,u,w,t,g,,d,a
p,11.95,x,,n,f,e,,w,11.16,15.96,,,w,u,w,t,g,,d,u
p,6.79,p,g,n,f,e,,w,8.61,15.27,,y,w,u,w,t,p,,d,u
p,7.89,b,t,w,f,e,c,w,12.03,13.17,,y,w,u,w,t,e,,d,u
p,11.37,x,,g,f,e,,w,11.35,14.58,,,w,u,w,t,g,,d,u
e,22.12,p,y,n,f,,,w,30.83,23.91,s,,n,,,t,m,,m,a
e,15.27,x,y,n,t,e,,w,9.68,16.47,,,w,,,t,,,g,u
p,14.35,x,h,o,f,e,,w,17.28,17.8,s,y,w,u,w,t,g,,d,a
e,6.02,x,t,n,f,e,,w,11.89,11.21,,s,w,u,w,f,f,,d,u
p,2.97,x,y,y,f,a,,w,5.44,3.5,,y,y,,,t,r,,g,a
e,7.51,x,,w,f,e,,w,6.07,12.57,b,,y,u,y,t,g,,d,u
p,7.71,x,g,n,f,e,,w,9.06,17.87,,y,w,u,w,t,p,,d,a
e,13.38,p,y,n,f,,,w,24.3,20.64,s,,n,,,t,m,,m,u
p,12.72,x,,n,f,e,,w,10.99,13.39,,,w,u,w,t,e,,d,a
p,4.81,x,y,y,f,a,,w,6.2,3.6,,y,y,,,t,r,,h,a
p,6.98,p,g,n,f,e,,w,8.26,14.14,,y,w,u,w,t,p,,d,a
p,8.31,b,t,w,f,e,c,w,12.82,13.32,,y,w,u,w,t,l,,d,a
e,9.89,x,,n,t,,,w,11.01,16.47,b,,w,u,w,t,g,,d,u
e,14.94,x,y,n,t,e,,w,10.47,17.48,,,w,,,t,,,g,a
e,3.26,s,y,n,f,a,d,p,7.67,4.7,,i,n,,,f,f,,h,a
e,10.35,s,,u,f,s,c,b,7.24,19.88,,,u,,,f,f,,l,w
e,2.39,f,y,n,f,a,d,p,6.05,3.26,,i,n,,,f,f,,l,u
p,7.73,b,t,w,f,e,c,w,12.31,13.59,,y,w,u,w,t,l,,d,u
p,7.19,x,g,n,f,e,,w,7.28,12.92,,y,w,u,w,t,p,,d,u
e,5.81,x,t,n,f,e,,w,12.2,11.55,,s,w,u,w,f,f,,d,a
p,7.78,b,t,w,f,e,c,w,12.42,12.41,,y,w,u,w,t,l,,d,a
p,13.32,x,,g,f,e,,w,11.56,19.62,,,w,u,w,t,e,,d,u
e,16.23,p,y,w,f,,,w,26.13,19.7,s,,n,,,t,m,,m,u
p,13.38,f,,g,f,e,,w,10.72,14.66,,,w,u,w,t,g,,d,u
e,14.18,x,y,n,t,e,,w,10.06,17.13,,,w,,,t,,,g,a
e,16.34,x,e,n,t,e,,w,9.6,18.1,,,w,,,t,,,d,u
p,10.54,f,,g,f,e,,w,10.75,14.64,,,w,u,w,t,g,,d,a
e,2.45,s,y,n,f,d,d,p,6.32,2.74,,i,n,,,f,f,,h,a
p,9.32,f,h,r,f,,c,w,11.03,15.78,,,w,u,w,t,p,,d,a
p,8.81,b,t,w,f,e,c,w,11.48,11.89,,y,w,u,w,t,e,,d,u
e,16.72,p,y,w,f,,,w,25.18,20.98,s,,n,,,t,m,,d,a
e,15.34,x,e,n,t,e,,w,9.24,17.2,,,w,,,t,,,d,u
e,6.05,c,h,n,f,e,,w,14.14,12.95,,s,w,u,w,f,f,,d,u
e,6.51,x,,y,f,e,,w,6.09,12.53,b,,w,u,y,t,g,,d,u
e,5.59,x,h,n,f,e,,w,12.31,11.93,,s,n,u,w,f,f,,d,a
p,3.02,x,y,n,f,a,,w,5.86,3.51,,y,n,,,t,r,,h,u
p,3.66,x,y,n,f,a,,w,5.13,3.57,,y,n,,,t,r,,d,u
e,6.0,c,t,n,f,e,,w,11.38,11.76,,s,n,u,w,f,f,,d,a
e,10.63,x,,n,t,,,w,10.7,19.31,b,,w,u,w,t,g,,d,a
p,7.53,x,g,n,f,e,,w,7.74,13.98,,y,w,u,w,t,p,,d,u
e,6.6,x,,y,f,e,,w,5.72,12.64,b,,w,u,w,t,g,,d,a
p,11.94,x,,g,f,e,,w,10.6,13.98,,,w,u,w,t,e,,d,u
e,2.56,s,y,n,f,a,d,p,8.3,3.48,,i,n,,,f,f,,l,u
p,2.89,x,y,n,f,a,,w,5.29,3.49,,y,n,,,t,r,,g,a
p,3.02,b,y,p,f,e,c,w,4.24,3.32,,k,w,,,t,e,,d,u
e,9.41,x,,n,t,,,w,12.67,19.05,b,,w,u,w,t,g,,d,a
e,6.26,x,,w,f,e,,w,5.8,12.12,b,,w,u,w,t,g,,d,u
e,13.41,x,,n,t,,,w,12.23,23.36,b,,w,u,w,t,g,,d,a
e,2.25,s,y,n,f,a,d,p,4.55,2.7,,i,n,,,f,f,,l,a
e,7.2,x,,y,f,e,,w,6.05,12.93,b,,w,u,w,t,g,,d,u
p,6.84,x,g,n,f,e,,w,7.08,12.87,,y,w,u,w,t,p,,d,a
e,6.55,x,,w,f,e,,w,5.66,12.24,b,,w,u,w,t,g,,d,u
p,5.93,x,g,n,f,e,,w,7.61,13.86,,y,w,u,w,t,p,,d,u
p,4.04,b,y,n,f,e,c,n,4.65,3.43,,k,w,,,t,e,,m,u
p,3.06,x,y,y,f,a,,w,5.33,3.53,,y,y,,,t,r,,g,u
e,16.38,x,y,n,t,e,,w,10.36,17.07,,,w,,,t,,,g,a
p,8.1,f,h,r,f,,c,w,10.55,14.6,,,w,u,w,t,p,,d,u
p,14.75,x,g,e,f,e,,w,17.08,16.87,s,y,w,u,w,t,p,,d,a
p,7.9,b,t,w,f,e,c,w,13.0,12.66,,y,w,u,w,t,e,,d,a
e,5.83,x,,w,f,e,,w,5.98,11.35,b,,y,u,y,t,g,,d,u
e,2.13,x,,b,f,,d,w,6.27,4.89,,,w,,,f,f,,d,u
p,7.53,b,t,w,f,e,c,w,11.55,11.98,,y,w,u,w,t,e,,d,a
e,1.56,s,y,n,f,a,d,p,4.78,3.27,,i,n,,,f,f,,h,u
p,13.88,x,,g,f,e,,w,11.3,14.7,,,w,u,w,t,g,,d,u
p,6.98,b,t,w,f,e,c,w,12.71,13.09,,y,w,u,w,t,l,,d,a
e,8.04,f,,n,t,,,w,9.9,17.34,b,,w,u,w,t,g,,d,a
e,3.03,x,,b,f,,d,w,6.52,4.74,,,w,,,f,f,,d,w
e,6.53,x,,y,f,e,,w,5.51,12.07,b,,y,u,y,t,g,,d,u
e,6.14,c,t,n,f,e,,w,13.09,13.76,,s,w,u,w,f,f,,d,a
p,8.37,b,t,w,f,e,c,w,14.02,13.59,,y,w,u,w,t,e,,d,u
e,6.23,x,h,n,f,e,,w,12.81,12.47,,s,n,u,w,f,f,,d,a
e,19.12,f,y,n,f,,,w,23.59,17.1,s,,n,,,t,m,,m,a
e,8.1,x,,y,f,e,,w,6.35,13.07,b,,y,u,y,t,g,,d,u
p,3.0,b,y,p,f,e,c,w,3.97,3.42,,k,w,,,t,e,,m,a
e,2.33,x,,u,f,,d,w,6.06,4.54,,,w,,,f,f,,d,u
p,9.92,f,g,e,f,e,,w,15.32,15.98,s,y,w,u,w,t,p,,d,w
e,2.02,f,y,n,f,d,d,p,6.49,3.48,,i,n,,,f,f,,h,u
p,3.5,x,y,n,f,a,,w,4.89,3.29,,y,y,,,t,r,,g,u
p,6.06,x,g,n,f,e,,w,8.05,14.22,,y,w,u,w,t,p,,d,a
p,9.18,x,h,r,f,,c,w,11.31,14.22,,,w,u,w,t,p,,d,u
p,7.53,x,g,n,f,e,,w,8.78,15.92,,y,w,u,w,t,p,,d,a
e,6.2,x,,y,f,e,,w,5.7,11.78,b,,y,u,y,t,g,,d,u
e,8.53,f,,n,t,,,w,12.19,22.29,b,,w,u,w,t,g,,d,u
p,10.29,f,h,r,f,,c,w,11.16,16.6,,,w,u,w,t,p,,d,a
p,6.99,b,t,w,f,e,c,w,12.6,12.73,,y,w,u,w,t,l,,d,a
p,8.6,b,t,w,f,e,c,w,12.51,12.38,,y,w,u,w,t,l,,d,u
p,12.46,x,,g,f,e,,w,10.6,11.83,,,w,u,w,t,g,,d,a
e,6.57,x,,y,f,e,,w,6.35,13.09,b,,y,u,w,t,g,,d,a
p,13.68,x,h,e,f,e,,w,15.84,16.91,s,y,w,u,w,t,g,,d,w
p,14.24,f,g,o,f,e,,w,18.2,18.53,s,y,w,u,w,t,p,,d,a
e,5.96,x,,y,f,e,,w,5.82,11.64,b,,y,u,y,t,g,,d,a
e,13.95,x,y,n,t,e,,w,9.36,17.51,,,w,,,t,,,d,u
e,6.47,x,,y,f,e,,w,5.72,12.69,b,,w,u,w,t,g,,d,u
e,2.96,x,,b,f,,d,w,6.86,5.59,,,w,,,f,f,,d,w
p,9.83,x,h,r,f,,c,w,11.39,17.11,,,w,u,w,t,p,,d,a
p,8.53,b,t,w,f,e,c,w,12.56,13.34,,y,w,u,w,t,e,,d,u
p,8.22,b,t,w,f,e,c,w,13.35,12.85,,y,w,u,w,t,l,,d,u
e,3.02,s,y,n,f,a,d,p,5.7,3.42,,i,n,,,f,f,,h,u
p,4.06,x,y,n,f,a,,w,5.25,3.43,,y,y,,,t,r,,h,a
e,18.66,p,y,n,f,,,w,24.08,20.75,s,,n,,,t,m,,m,a
p,5.62,b,t,w,f,e,c,w,11.98,12.18,,y,w,u,w,t,e,,d,u
e,5.35,x,,w,f,e,,w,5.1,9.97,b,,w,u,y,t,g,,d,u
e,6.62,x,,y,f,e,,w,5.8,12.88,b,,w,u,y,t,g,,d,u
p,6.33,p,g,n,f,e,,w,7.86,14.83,,y,w,u,w,t,p,,d,u
e,18.62,p,y,n,f,,,w,29.34,22.4,s,,n,,,t,m,,m,a
e,1.66,x,,b,f,,d,u,5.65,4.34,,,w,,,f,f,,d,w
e,2.63,s,y,n,f,a,d,p,6.11,3.49,,i,n,,,f,f,,h,u
p,9.12,x,h,r,f,,c,w,10.76,12.39,,,w,u,w,t,g,,d,a
p,7.94,b,t,w,f,e,c,w,13.51,12.07,,y,w,u,w,t,l,,d,a
p,13.95,f,h,o,f,e,,w,19.51,18.7,s,y,w,u,w,t,p,,d,u
e,12.64,f,y,w,f,,,w,19.7,17.67,s,,n,,,t,m,,m,u
p,3.26,x,y,n,f,a,,w,4.88,3.37,,y,n,,,t,r,,g,u
p,4.07,x,y,n,f,a,,w,5.41,3.29,,y,y,,,t,r,,h,u
e,14.55,x,e,n,t,e,,w,9.94,17.51,,,w,,,t,,,d,a
p,7.89,f,h,r,f,,c,w,10.52,12.14,,,w,u,w,t,g,,d,u
e,5.82,c,t,n,f,e,,w,11.71,11.52,,s,w,u,w,f,f,,d,u
p,3.95,x,y,n,f,a,,w,5.63,3.58,,y,n,,,t,r,,g,u
p,7.9,p,g,n,f,e,,w,8.79,15.18,,y,w,u,w,t,p,,d,a
e,2.36,x,,u,f,,d,w,5.91,4.34,,,w,,,f,f,,d,w
e,9.51,s,,l,f,s,c,u,6.78,19.03,,,b,,,f,f,,l,a
e,7.05,x,,y,f,e,,w,6.49,12.88,b,,w,u,y,t,g,,d,a
p,13.16,f,,n,f,e,,w,11.39,16.57,,,w,u,w,t,e,,d,u
e,15.73,x,e,n,t,e,,w,9.43,16.11,,,w,,,t,,,g,u
p,2.93,x,y,y,f,a,,w,4.61,3.32,,y,y,,,t,r,,d,u
e,5.29,x,t,n,f,e,,w,12.73,13.67,,s,n,u,w,f,f,,d,a
p,2.56,x,y,n,f,a,,w,4.31,3.22,,y,n,,,t,r,,h,u
p,3.74,b,y,p,f,e,c,w,5.06,3.66,,k,w,,,t,e,,m,u
p,14.47,f,g,o,f,e,,w,18.33,17.38,s,y,w,u,w,t,p,,d,w
e,6.43,x,t,n,f,e,,w,12.46,12.99,,s,w,u,w,f,f,,d,a
e,12.26,x,,n,t,,,w,11.03,20.62,b,,w,u,w,t,g,,d,u
p,12.6,f,,n,f,e,,w,11.09,14.85,,,w,u,w,t,g,,d,a
e,10.69,f,,n,t,,,w,12.67,18.64,b,,w,u,w,t,g,,d,a
p,4.17,b,y,e,f,e,c,n,4.71,3.79,,k,w,,,t,e,,d,a
p,8.5,b,t,w,f,e,c,w,12.96,13.62,,y,w,u,w,t,l,,d,u
p,3.13,b,y,n,f,e,c,n,4.75,3.48,,k,w,,,t,e,,d,a
p,13.98,f,,n,f,e,,w,11.61,15.06,,,w,u,w,t,g,,d,a
e,12.81,f,y,w,f,,,w,25.22,19.23,s,,n,,,t,m,,d,u
e,9.73,x,,n,t,,,w,9.38,17.72,b,,w,u,w,t,g,,d,u
e,7.52,x,,y,f,e,,w,6.26,13.22,b,,w,u,w,t,g,,d,a
e,4.77,x,,w,f,e,,w,5.34,10.77,b,,w,u,y,t,g,,d,u
e,14.23,x,y,n,t,e,,w,9.79,16.39,,,w,,,t,,,d,u
e,5.34,c,t,n,f,e,,w,12.31,12.26,,s,n,u,w,f,f,,d,a
p,3.45,f,y,n,f,e,c,w,4.01,3.18,,k,w,,,t,e,,d,u
e,12.98,f,,n,t,,,w,13.0,21.75,b,,w,u,w,t,g,,d,u
e,5.36,c,h,n,f,e,,w,12.13,12.07,,s,w,u,w,f,f,,d,u
p,3.05,b,y,e,f,e,c,n,4.47,3.61,,k,w,,,t,e,,d,a
e,5.63,c,h,n,f,e,,w,12.22,12.77,,s,w,u,w,f,f,,d,u
p,5.73,b,t,w,f,e,c,w,10.62,12.72,,y,w,u,w,t,e,,d,u
p,6.54,b,t,w,f,e,c,w,12.17,12.34,,y,w,u,w,t,e,,d,u
p,8.1,p,g,n,f,e,,w,8.52,16.54,,y,w,u,w,t,p,,d,u
e,1.97,x,,u,f,,d,u,6.57,4.55,,,w,,,f,f,,d,u
p,4.01,f,y,n,f,e,c,n,4.77,3.53,,k,w,,,t,e,,m,u
p,13.47,x,,g,f,e,,w,10.87,14.68,,,w,u,w,t,g,,d,a
e,2.67,x,,u,f,,d,u,5.23,4.53,,,w,,,f,f,,d,w
p,14.51,x,g,o,f,e,,w,16.66,18.59,s,y,w,u,w,t,g,,d,u
e,1.87,s,y,n,f,d,d,p,6.0,3.13,,i,n,,,f,f,,l,u
p,8.91,x,h,r,f,,c,w,10.76,13.81,,,w,u,w,t,g,,d,a
p,3.7,f,y,w,f,e,c,n,4.05,3.49,,k,w,,,t,e,,m,u
e,5.77,c,t,n,f,e,,w,13.07,12.49,,s,n,u,w,f,f,,d,a
e,13.76,x,y,n,t,e,,w,9.63,16.92,,,w,,,t,,,g,u
p,7.27,b,t,w,f,e,c,w,12.62,12.08,,y,w,u,w,t,l,,d,a
e,10.1,s,,n,f,s,c,u,6.79,16.37,,,b,,,f,f,,d,w
p,3.82,f,y,p,f,e,c,n,4.89,3.7,,k,w,,,t,e,,d,u
p,5.9,x,g,n,f,e,,w,7.04,11.5,,y,w,u,w,t,p,,d,a
e,7.14,x,,y,f,e,,w,6.29,13.32,b,,w,u,y,t,g,,d,a
e,6.1,x,,y,f,e,,w,5.36,11.51,b,,w,u,y,t,g,,d,u
e,13.21,f,y,n,f,,,w,23.85,19.48,s,,n,,,t,m,,d,u
e,17.45,p,y,n,f,,,w,25.95,19.2,s,,n,,,t,m,,d,a
e,14.59,x,e,n,t,e,,w,9.41,17.19,,,w,,,t,,,d,u
p,11.69,f,,g,f,e,,w,10.81,13.26,,,w,u,w,t,e,,d,u
e,1.63,x,,u,f,,d,u,4.47,3.59,,,w,,,f,f,,d,w
p,3.64,x,y,n,f,a,,w,5.59,3.57,,y,y,,,t,r,,g,a
p,4.3,x,y,y,f,a,,w,6.21,3.7,,y,y,,,t,r,,h,a
e,6.67,x,,w,f,e,,w,5.9,12.82,b,,y,u,w,t,g,,d,u
p,2.5,b,y,w,f,e,c,n,4.36,3.31,,k,w,,,t,e,,d,a
p,3.3,x,y,y,f,a,,w,4.83,3.18,,y,y,,,t,r,,g,a
p,7.09,p,g,n,f,e,,w,7.62,12.46,,y,w,u,w,t,p,,d,u
p,3.26,f,y,p,f,e,c,n,4.91,3.4,,k,w,,,t,e,,m,a
p,3.29,x,y,n,f,a,,w,5.45,3.6,,y,y,,,t,r,,g,a
e,8.03,x,,n,t,,,w,9.13,17.03,b,,w,u,w,t,g,,d,a
p,11.75,f,,n,f,e,,w,10.56,14.54,,,w,u,w,t,e,,d,u
e,15.06,x,y,n,t,e,,w,8.95,17.5,,,w,,,t,,,d,u
p,3.05,f,y,w,f,e,c,n,3.57,3.4,,k,w,,,t,e,,d,a
p,3.18,x,y,n,f,a,,w,5.12,3.37,,y,n,,,t,r,,d,a
p,7.09,b,t,w,f,e,c,w,13.04,12.13,,y,w,u,w,t,l,,d,a
p,2.86,b,y,p,f,e,c,w,4.07,3.3,,k,w,,,t,e,,d,u
p,12.77,f,h,o,f,e,,w,17.41,17.75,s,y,w,u,w,t,g,,d,a
e,6.17,c,h,n,f,e,,w,13.39,14.16,,s,w,u,w,f,f,,d,a
e,2.6,s,y,n,f,a,d,p,5.23,2.98,,i,n,,,f,f,,l,u
p,4.42,b,y,e,f,e,c,n,5.27,3.66,,k,w,,,t,e,,d,u
e,6.84,x,,y,f,e,,w,6.65,12.31,b,,w,u,y,t,g,,d,u
e,16.09,x,e,n,t,e,,w,10.57,18.92,,,w,,,t,,,g,a
p,3.38,x,y,n,f,a,,w,4.49,3.26,,y,n,,,t,r,,g,u
p,4.05,x,y,n,f,a,,w,5.92,3.47,,y,n,,,t,r,,d,a
e,5.61,c,h,n,f,e,,w,11.76,11.11,,s,n,u,w,f,f,,d,u
e,13.36,x,y,n,t,e,,w,9.54,17.24,,,w,,,t,,,d,a
p,7.78,b,t,w,f,e,c,w,12.44,12.01,,y,w,u,w,t,l,,d,u
e,14.83,f,y,w,f,,,w,19.04,16.27,s,,n,,,t,m,,m,a
p,3.18,x,y,y,f,a,,w,4.59,3.36,,y,n,,,t,r,,d,u
e,12.21,x,e,n,t,e,,w,9.14,17.33,,,w,,,t,,,d,a
e,14.81,f,y,n,f,,,w,18.92,18.3,s,,n,,,t,m,,m,u
p,17.02,x,h,o,f,e,,w,16.14,15.68,s,y,w,u,w,t,g,,d,u
e,5.2,x,,y,f,e,,w,6.02,12.65,b,,w,u,y,t,g,,d,u
e,1.69,s,y,n,f,a,d,p,4.48,2.59,,i,n,,,f,f,,h,a
e,13.73,x,y,n,t,e,,w,10.58,17.71,,,w,,,t,,,g,u
p,17.04,f,h,o,f,e,,w,18.15,18.12,s,y,w,u,w,t,g,,d,a
e,6.29,c,h,n,f,e,,w,13.07,12.61,,s,w,u,w,f,f,,d,a
p,9.48,x,h,r,f,,c,w,10.85,13.38,,,w,u,w,t,p,,d,a
p,6.31,x,g,n,f,e,,w,7.22,13.11,,y,w,u,w,t,p,,d,u
e,2.31,f,y,n,f,d,d,p,7.79,3.76,,i,n,,,f,f,,l,a
e,6.72,x,,w,f,e,,w,5.84,12.32,b,,w,u,y,t,g,,d,u
p,6.04,b,t,w,f,e,c,w,12.31,11.56,,y,w,u,w,t,l,,d,u
p,13.82,x,g,e,f,e,,w,17.65,17.04,s,y,w,u,w,t,g,,d,a
e,13.67,f,y,w,f,,,w,20.37,17.31,s,,n,,,t,m,,d,u
e,14.5,x,y,n,t,e,,w,10.11,16.92,,,w,,,t,,,d,a
p,14.18,x,g,o,f,e,,w,17.23,16.91,s,y,w,u,w,t,g,,d,u
p,3.87,f,y,w,f,e,c,n,4.95,3.67,,k,w,,,t,e,,m,a
p,15.98,x,h,o,f,e,,w,18.76,19.29,s,y,w,u,w,t,g,,d,a
p,2.96,x,y,n,f,a,,w,5.3,3.36,,y,y,,,t,r,,h,a
e,1.83,x,,b,f,,d,w,5.11,4.06,,,w,,,f,f,,d,w
p,7.96,p,g,n,f,e,,w,7.67,16.89,,y,w,u,w,t,p,,d,u
e,5.89,c,t,n,f,e,,w,12.18,12.81,,s,n,u,w,f,f,,d,u
e,2.7,s,y,n,f,d,d,p,6.73,4.37,,i,n,,,f,f,,l,a
p,17.0,f,h,e,f,e,,w,18.19,18.14,s,y,w,u,w,t,g,,d,w
p,13.97,f,g,o,f,e,,w,16.95,16.85,s,y,w,u,w,t,g,,d,u
e,14.86,f,y,n,f,,,w,21.01,17.18,s,,n,,,t,m,,m,a
e,8.68,f,,g,f,s,c,b,6.85,19.69,,,u,,,f,f,,l,a
e,2.76,s,y,n,f,d,d,p,6.58,4.44,,i,n,,,f,f,,h,u
p,16.41,f,g,e,f,e,,w,17.81,18.48,s,y,w,u,w,t,p,,d,w
p,8.05,b,t,w,f,e,c,w,12.98,13.65,,y,w,u,w,t,l,,d,a
e,5.73,c,h,n,f,e,,w,12.82,13.01,,s,n,u,w,f,f,,d,u
p,3.47,b,y,w,f,e,c,n,4.72,3.5,,k,w,,,t,e,,d,a
e,5.37,x,,w,f,e,,w,5.99,12.53,b,,y,u,y,t,g,,d,a
e,6.24,x,,y,f,e,,w,6.1,12.05,b,,w,u,w,t,g,,d,u
e,2.99,s,y,n,f,d,d,p,8.87,4.4,,i,n,,,f,f,,l,a
e,3.27,x,,b,f,,d,u,5.61,4.43,,,w,,,f,f,,d,w
e,10.75,f,,n,t,,,w,11.62,17.87,b,,w,u,w,t,g,,d,u
e,5.73,x,,w,f,e,,w,5.74,12.03,b,,y,u,w,t,g,,d,u
e,10.35,f,,n,t,,,w,8.63,13.21,b,,w,u,w,t,g,,d,a
e,2.62,x,,b,f,,d,w,5.78,4.26,,,w,,,f,f,,d,u
p,14.8,f,,g,f,e,,w,11.81,19.34,,,w,u,w,t,g,,d,u
e,12.67,x,y,n,t,e,,w,9.52,18.15,,,w,,,t,,,g,a
p,7.59,x,h,r,f,,c,w,10.58,11.87,,,w,u,w,t,p,,d,u
p,12.62,x,,g,f,e,,w,10.76,12.95,,,w,u,w,t,g,,d,a
e,16.76,f,y,n,f,,,w,20.53,17.91,s,,n,,,t,m,,d,u
p,3.81,b,y,n,f,e,c,n,4.16,3.37,,k,w,,,t,e,,d,a
e,2.42,x,,b,f,,d,u,6.37,4.76,,,w,,,f,f,,d,w
p,12.54,f,,g,f,e,,w,10.9,14.0,,,w,u,w,t,e,,d,a
e,16.02,f,y,n,f,,,w,28.9,17.44,s,,n,,,t,m,,m,u
p,3.37,x,y,n,f,a,,w,5.02,3.32,,y,n,,,t,r,,g,u
e,3.16,x,,b,f,,d,w,6.02,4.68,,,w,,,f,f,,d,w
e,4.71,x,h,n,f,e,,w,10.97,11.31,,s,n,u,w,f,f,,d,a
e,19.23,f,y,n,f,,,w,26.1,21.25,s,,n,,,t,m,,m,a
p,16.16,x,h,e,f,e,,w,17.02,16.83,s,y,w,u,w,t,g,,d,a
e,2.25,s,y,n,f,d,d,p,5.91,3.49,,i,n,,,f,f,,h,a
e,2.5,s,y,n,f,a,d,p,6.55,2.58,,i,n,,,f,f,,h,u
e,2.13,s,y,n,f,a,d,p,4.52,2.74,,i,n,,,f,f,,h,u
p,15.41,f,g,e,f,e,,w,16.93,17.36,s,y,w,u,w,t,p,,d,w
e,18.7,f,y,w,f,,,w,25.23,21.06,s,,n,,,t,m,,d,a
p,3.23,x,y,n,f,a,,w,5.67,3.48,,y,n,,,t,r,,h,u
e,2.78,x,,u,f,,d,w,6.68,4.94,,,w,,,f,f,,d,w
e,7.38,x,t,n,f,e,,w,12.32,12.47,,s,n,u,w,f,f,,d,a
e,16.3,f,y,n,f,,,w,25.65,20.52,s,,n,,,t,m,,d,a
p,7.02,x,g,n,f,e,,w,7.69,14.44,,y,w,u,w,t,p,,d,a
e,2.55,f,y,n,f,d,d,p,7.45,3.69,,i,n,,,f,f,,h,u
p,14.96,f,g,e,f,e,,w,17.71,17.75,s,y,w,u,w,t,g,,d,w
e,11.93,f,,n,t,,,w,11.56,19.82,b,,w,u,w,t,g,,d,u
e,21.38,p,y,w,f,,,w,31.79,21.97,s,,n,,,t,m,,m,a
p,3.15,b,y,w,f,e,c,w,4.01,3.31,,k,w,,,t,e,,m,u
e,1.33,s,y,n,f,a,d,p,7.67,3.3,,i,n,,,f,f,,h,u
e,1.28,x,,u,f,,d,w,4.94,4.56,,,w,,,f,f,,d,u
